,Nodes,Edges,NetX (numpy),NetX (scipy),iGraph,(fast) pagerank,(fast) pagerank_power
0,46,2070,0.00923263999993651,0.014901520000057645,0.0002967000000353437,0.003277280000020255,0.005361679999987245
